stand,date_1,nb_cats_1,date_2,date_3,date_4,nb_people_4,date_5,nb_people_5,time_property_5,nb_cats_5,date_6,nb_people_6,newhouse_6,date_7,nb_people_7,moving_7,date_8,nb_people_8,moving_8,ndohh_8,dohh_enough_8,dohh_toomany_8,date_9,nb_people_9,moving_9,ndohh_9,dohh_enough_9,dohh_toomany_9,dohh_number_9,date_10,nb_people_10,moving_10,ndohh_10,dohh_enough_10,dohh_toomany_10,dohh_number_10,date_11,nb_people_11,ndohh_11,dohh_enough_11,dohh_toomany_11,dohh_number_11,date_12,inhabited_12,stand_household_12,time_property_12,new_house_12,ndohh_12,dohh_toomany_12,dohh_enough_12
E-20073,,,,,,07/17/2012,,,,,,,,07/25/2014,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-20074,08/17/2011,0,,,,07/17/2012,07/10/2013,2,4,0,03/17/2014,4,0,,,,,,,,,,06/28/2015,6,1,88,,,,,,,,,,,,,,,,,,,,,,,,
E-20075,,,01/24/2012,,,06/18/2012,10/01/2013,88,88,,04/17/2014,4,0,07/29/2014,4,1,,,,,,,06/30/2015,4,1,,88,,,,,,,,,,02-Jun-16,4,,88,,,2016/11/29,1,1,4,,,,1
E-20076,08/17/2011,0,01/25/2012,11/20/2012,13,05/30/2012,07/08/2013,13,4,0,03/17/2014,13,0,07/22/2014,11,1,,,,,,,06/28/2015,11,1,1,,,1,01/27/2016,11,1,1,,,1,02-Jun-16,5,1,,,1,2016/11/29,1,1,4,,88,,
E-20077,08/17/2011,0,01/25/2012,11/20/2012,88,05/30/2012,07/08/2013,3,4,0,03/17/2014,2,0,07/22/2014,2,1,,,,,,,06/28/2015,2,1,0,,,,01/27/2016,2,1,0,,,,02-Jun-16,2,1,,,1,2016/11/29,1,1,4,,0,,
E-20078,08/17/2011,0,01/25/2012,,,05/30/2012,07/09/2013,3,4,0,03/17/2014,7,0,07/22/2014,3,1,,,,,,,06/28/2015,3,1,88,,,,01/27/2016,3,1,1,,,2,02-Jun-16,3,1,,,1,2016/11/29,1,1,4,,0,,
E-20079,,,,11/20/2012,11,05/30/2012,,,,,03/17/2014,9,0,07/22/2014,6,1,,,,,,,06/28/2015,6,1,1,,,2,01/27/2016,6,1,1,,,1,02-Jun-16,6,1,,,1,2016/11/29,1,1,4,,0,,
E-20080,,,,11/20/2012,2,05/30/2012,07/09/2013,3,4,0,,,,,,,,,,,,,,,,,,,,01/27/2016,3,1,1,,,1,02-Jun-16,3,1,,,1,2016/11/29,1,1,4,,88,,
E-20081,08/17/2011,0,01/25/2012,11/19/2012,9,05/30/2012,07/08/2013,9,4,0,03/14/2014,5,0,07/22/2014,9,1,,,,,,,06/28/2015,9,1,0,,,,01/27/2016,9,1,0,,,,02-Jun-16,1,88,,,,2016/11/29,1,1,4,,88,,
E-20082,08/17/2011,0,01/25/2012,11/19/2012,11,05/30/2012,07/08/2013,9,4,0,03/17/2014,11,0,07/22/2014,9,1,,,,,,,06/28/2015,8,1,88,,,,01/22/2016,8,1,88,,,,02-Jun-16,8,1,,,1,2016/11/29,1,1,4,,0,,
E-20083,08/17/2011,0,01/25/2012,11/19/2012,5,07/17/2012,07/10/2013,7,4,0,03/17/2014,5,0,07/22/2014,7,1,,,,,,,06/28/2015,6,1,1,,,2,01/22/2016,6,1,1,,,1,02-Jun-16,6,1,,,,2016/11/29,1,1,4,,0,,
E-20084,08/17/2011,0,01/25/2012,11/19/2012,2,05/30/2012,07/08/2013,3,4,0,03/14/2014,5,0,,,,,,,,,,06/30/2015,2,1,0,,,,01/22/2016,2,1,0,,,,02-Jun-16,2,88,,,,2016/11/29,1,1,4,,0,,
E-20085,08/17/2011,0,01/25/2012,11/19/2012,14,05/30/2012,07/10/2013,9,4,0,03/17/2014,14,0,07/28/2014,8,1,,,,,,,,,,,,,,01/21/2016,7,1,,88,,,02-Jun-16,9,,88,,,2016/11/29,1,1,4,,,,88
E-20086,08/17/2011,0,01/25/2012,11/19/2012,88,05/30/2012,07/10/2013,6,4,0,03/17/2014,3,0,07/28/2014,3,1,,,,,,,07/02/2015,4,1,1,,,3,01/21/2016,5,1,,88,,,02-Jun-16,5,,88,,,2016/11/29,1,1,4,,,0,0
E-20087,,,01/25/2012,11/19/2012,4,05/30/2012,07/08/2013,7,4,0,03/17/2014,4,0,07/22/2014,7,1,,,,,,,06/30/2015,4,1,88,,,,01/21/2016,7,1,1,,,1,02-Jun-16,7,1,,,1,2016/11/29,1,1,4,,0,,
E-20088,08/17/2011,0,01/25/2012,11/19/2012,6,05/30/2012,07/10/2013,6,4,0,03/17/2014,6,0,07/28/2014,6,1,,,,,,,,,,,,,,,,,,,,,02-Jun-16,5,1,,,,2016/11/29,1,1,4,,0,,
E-20089,08/17/2011,0,01/25/2012,11/19/2012,7,05/30/2012,07/10/2013,7,4,0,03/17/2014,7,0,07/22/2014,7,1,,,,,,,06/30/2015,6,1,1,,,1,01/22/2016,6,1,1,,,1,02-Jun-16,6,1,,,1,2016/11/29,1,1,4,,0,,
E-20090,08/17/2011,0,01/25/2012,11/19/2012,8,05/30/2012,07/08/2013,7,4,0,03/17/2014,7,0,07/22/2014,7,1,,,,,,,06/30/2015,8,1,1,,,1,01/22/2016,8,1,1,,,,02-Jun-16,8,1,,,1,2016/11/29,1,1,4,,0,,
E-20091,08/17/2011,0,01/25/2012,11/19/2012,1,05/30/2012,07/08/2013,1,4,0,03/14/2014,1,0,07/22/2014,1,1,,,,,,,06/30/2015,1,1,88,,,,01/22/2016,1,1,88,,,,02-Jun-16,1,1,,,1,2016/11/29,1,1,4,,0,,
E-20092,08/17/2011,0,01/25/2012,11/19/2012,88,05/30/2012,07/08/2013,4,4,0,03/14/2014,6,0,07/22/2014,4,1,,,,,,,06/30/2015,1,1,0,,,,01/27/2016,5,1,0,,,,02-Jun-16,5,1,,,1,2016/11/29,1,1,4,,0,,
E-20093,08/17/2011,0,,11/20/2012,11,05/30/2012,09/01/2013,10,88,88,03/17/2014,11,0,07/28/2014,8,1,,,,,,,06/30/2015,7,1,88,,,,,,,,,,,,,,,,,2016/11/29,1,1,4,,0,,
E-20094,08/17/2011,0,,11/20/2012,7,05/30/2012,08/01/2013,7,88,,04/17/2014,6,0,08/26/2014,6,1,,,,,,,06/30/2015,5,1,1,,,1,01/27/2016,7,1,1,,,2,02-Jun-16,7,1,,,1,2016/11/29,1,1,4,,0,,
E-20095,08/17/2011,0,01/25/2012,11/20/2012,5,05/30/2012,09/13/2013,5,4,0,03/17/2014,6,0,07/22/2014,5,1,,,,,,,,,,,,,,01/27/2016,5,1,1,,,1,02-Jun-16,5,1,,,1,2016/11/29,1,1,4,,,,88
E-20096,08/17/2011,3,,11/20/2012,7,05/30/2012,10/01/2013,7,88,0,05/07/2014,7,0,,,,,,,,,,06/30/2015,8,1,,88,,,01/27/2016,8,1,,0,,2,02-Jun-16,8,,88,,,2016/12/07,1,1,4,,,,88
E-20097,08/17/2011,0,01/25/2012,11/20/2012,1,05/30/2012,07/08/2013,1,4,0,03/17/2014,1,0,07/22/2014,1,1,,,,,,,06/30/2015,1,1,0,,,,,,,,,,,02-Jun-16,1,88,,,,,,,,,,,
E-20098,08/17/2011,0,01/25/2012,11/20/2012,1,06/18/2012,07/09/2013,2,4,0,03/17/2014,3,0,08/25/2014,2,1,,,,,,,06/30/2015,2,1,,88,,,,,,,,,,31-May-16,2,,88,,,2016/12/07,1,1,4,,,,88
E-20099,08/17/2011,0,01/25/2012,11/20/2012,7,07/17/2012,07/08/2013,11,4,0,03/12/2014,7,0,07/22/2014,11,1,,,,,,,06/28/2015,11,1,1,,,2,01/22/2016,11,1,1,,,1,31-May-16,9,,88,,,2016/11/24,1,1,4,,,0,0
E-20100,08/17/2011,0,01/25/2012,11/20/2012,7,06/18/2012,07/08/2013,11,4,0,03/12/2014,7,0,07/22/2014,11,1,,,,,,,06/28/2015,12,1,0,,,,01/22/2016,12,1,88,,,,31-May-16,11,88,,,,2016/11/24,1,1,4,,0,,
E-20101,08/17/2011,0,01/25/2012,11/20/2012,88,06/18/2012,07/08/2013,1,4,0,03/12/2014,1,0,07/22/2014,1,1,,,,,,,06/28/2015,1,1,0,,,,01/22/2016,1,1,0,,,,31-May-16,1,0,,,,,,,,,,,
E-20102,08/17/2011,0,01/25/2012,11/20/2012,1,06/18/2012,07/08/2013,2,4,0,03/12/2014,1,0,07/22/2014,2,1,,,,,,,06/28/2015,2,1,88,,,,01/22/2016,2,1,1,,,1,31-May-16,2,88,,,,2016/11/24,1,1,4,,0,,
E-20103,08/17/2011,0,01/25/2012,11/20/2012,6,06/18/2012,07/08/2013,6,4,0,05/05/2014,6,0,07/22/2014,6,1,,,,,,,06/28/2015,6,1,1,,,2,01/22/2016,6,1,1,,,1,31-May-16,6,1,,,1,2016/11/24,1,1,4,,0,,
E-20104,08/17/2011,0,01/25/2012,11/20/2012,1,06/18/2012,07/08/2013,2,4,0,03/12/2014,1,0,07/22/2014,2,1,,,,,,,06/28/2015,2,1,0,,,,01/22/2016,2,1,1,,,1,31-May-16,2,0,,,,2016/11/24,1,1,4,,0,,
E-20105,08/17/2011,1,,11/20/2012,5,06/18/2012,07/08/2013,3,4,0,03/12/2014,3,0,07/22/2014,3,1,,,,,,,06/28/2015,3,1,88,,,,01/22/2016,3,1,,,,,31-May-16,3,88,,,,2016/11/24,1,1,4,,0,,
E-20106,08/17/2011,0,01/25/2012,11/19/2012,2,06/18/2012,07/08/2013,1,4,0,03/12/2014,1,0,07/22/2014,1,1,,,,,,,06/28/2015,2,1,1,,,1,01/21/2016,1,1,0,,,,31-May-16,2,1,,,1,2016/11/24,1,1,4,,0,,
E-20107,08/17/2011,0,01/25/2012,11/19/2012,1,06/18/2012,07/08/2013,1,4,0,03/12/2014,2,0,07/22/2014,1,1,,,,,,,06/28/2015,1,1,1,,,2,01/21/2016,1,1,0,,,,31-May-16,1,1,,,1,2016/11/24,1,1,4,,0,,
E-20108,08/17/2011,0,01/25/2012,11/19/2012,20,06/18/2012,07/08/2013,6,4,0,03/12/2014,19,0,07/22/2014,5,1,,,,,,,06/28/2015,5,1,0,,,,01/21/2016,5,1,1,,,1,31-May-16,5,0,,,,2016/11/24,1,1,4,,0,,
E-20109,08/17/2011,0,,11/19/2012,4,06/18/2012,07/08/2013,4,4,0,03/12/2014,4,0,07/22/2014,4,1,,,,,,,06/28/2015,4,1,0,,,,01/21/2016,4,1,1,,,1,31-May-16,4,88,,,,2016/11/24,1,1,4,,0,,
E-20110,08/17/2011,0,01/25/2012,11/20/2012,10,06/18/2012,07/08/2013,9,4,0,03/12/2014,10,0,07/28/2014,7,1,,,,,,,,,,,,,,01/21/2016,7,1,1,,,1,02-Jun-16,7,1,,,,2016/11/24,1,1,4,,0,,
E-20115,,,01/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-20116,,,01/05/2012,,,05/31/2012,07/30/2013,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-20117,08/17/2011,0,02/17/2012,11/20/2012,3,05/31/2012,07/09/2013,7,4,0,03/14/2014,6,0,,,,,,,,,,06/28/2015,6,1,,88,,,01/27/2016,2,1,,1,0,,31-May-16,2,,88,,,2016/11/24,1,1,4,,,1,0
E-20118,08/17/2011,0,,11/20/2012,3,,07/09/2013,4,4,0,05/05/2014,4,0,07/25/2014,5,1,,,,,,,06/28/2015,6,1,0,,,,01/27/2016,6,1,0,,,,31-May-16,6,1,,,,2016/11/24,1,1,4,,0,,
E-20119,08/17/2011,0,01/05/2012,11/20/2012,4,,07/09/2013,4,4,0,04/15/2014,7,0,07/28/2014,4,1,,,,,,,06/28/2015,3,1,,1,1,3,01/27/2016,3,1,,1,0,,31-May-16,3,,88,,,2016/11/24,1,1,4,,,,1
E-20120,08/17/2011,0,,11/20/2012,13,06/18/2012,07/09/2013,10,4,0,04/15/2014,5,1,,,,,,,,,,06/28/2015,9,1,0,,,,01/27/2016,9,1,1,,,2,31-May-16,9,88,,,,,,,,,,,
E-20121,08/17/2011,0,03/19/2012,,,,07/09/2013,6,4,0,03/14/2014,8,0,,,,,,,,,,,,,,,,,01/27/2016,8,1,,1,0,,31-May-16,9,,88,,,,,,,,,,
E-20122,08/17/2011,0,,11/27/2012,9,,07/09/2013,10,4,0,03/14/2014,9,0,07/25/2014,9,1,,,,,,,06/27/2015,6,1,0,,,,01/27/2016,6,1,0,,,,31-May-16,5,,88,,,2016/11/24,1,1,4,,,,88
E-20123,,,02/17/2012,11/27/2012,9,,07/10/2013,8,4,0,03/14/2014,6,0,07/31/2014,8,1,,,,,,,08/20/2015,7,1,,88,,,,,,,,,,31-May-16,7,,88,,,2016/11/24,1,1,4,,,,1
E-20124,08/17/2011,0,,11/26/2012,9,,07/10/2013,13,4,0,03/14/2014,12,0,07/31/2014,12,1,,,,,,,06/27/2015,9,1,,0,,4,01/27/2016,9,1,,1,0,,31-May-16,9,,88,,,2016/11/24,1,1,4,,,,88
E-20125,10/31/2011,0,03/19/2012,11/26/2012,9,,07/10/2013,7,4,0,03/14/2014,7,0,07/31/2014,7,1,,,,,,,06/23/2015,10,1,1,,,2,01/27/2016,10,1,1,,,2,31-May-16,10,1,,,1,2016/11/24,1,1,4,,88,,
E-30013,07/12/2011,0,01/11/2012,11/22/2012,4,,07/03/2013,3,4,0,01/22/2014,3,0,06/05/2014,3,1,,,,,,,06/30/2015,3,1,1,,,1,12/03/2015,3,1,1,,,,27-May-16,1,1,,,1,,,,,,,,
E-30014,,,,11/22/2012,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-30015,07/12/2011,0,01/05/2012,11/27/2012,1,04/25/2012,07/04/2013,1,4,0,01/22/2014,1,0,06/05/2014,1,1,,,,,,,06/30/2015,1,1,1,,,1,12/03/2015,1,1,0,,,,27-May-16,1,0,,,,2016/12/02,1,1,4,,0,,
E-30016,07/12/2011,0,,11/27/2012,3,,07/04/2013,5,4,0,01/22/2014,5,0,06/05/2014,5,1,,,,,,,06/30/2015,6,1,1,,,1,12/08/2015,6,1,1,,,1,27-May-16,6,1,,,1,2016/12/02,1,1,4,,0,,
E-30017,07/12/2011,0,,,,,,,,,03/12/2014,3,0,06/05/2014,4,1,,,,,,,06/30/2015,5,1,0,,,,12/08/2015,5,1,0,,,,27-May-16,5,0,,,,,,,,,,,
E-30018,07/12/2011,0,01/11/2012,11/27/2012,7,05/18/2012,07/11/2013,7,4,0,04/23/2014,6,0,08/26/2014,8,1,,,,,,,06/30/2015,6,1,,88,,,12/08/2015,6,1,,88,,,,,,,,,,,,,,,,
E-30019,08/18/2011,0,03/19/2012,11/27/2012,2,,09/11/2013,3,4,0,03/12/2014,2,0,06/05/2014,3,1,,,,,,,06/30/2015,3,1,88,,,,12/08/2015,3,1,1,,,1,27-May-16,3,1,,,1,,,,,,,,
E-30020,07/12/2011,0,01/11/2012,11/27/2012,4,05/03/2012,07/05/2013,2,4,0,03/12/2014,4,0,06/05/2014,2,1,,,,,,,06/30/2015,2,1,1,,,1,12/08/2015,2,1,1,,,1,27-May-16,2,1,,,1,,,,,,,,
E-30021,07/12/2011,0,01/11/2012,11/27/2012,5,05/03/2012,07/05/2013,6,4,0,03/12/2014,5,0,06/05/2014,6,1,,,,,,,06/30/2015,5,1,1,,,1,12/08/2015,5,1,1,,,1,27-May-16,5,1,,,,,,,,,,,
E-30022,07/12/2011,0,01/11/2012,11/27/2012,8,05/03/2012,07/05/2013,10,4,0,03/12/2014,10,0,06/05/2014,11,1,,,,,,,06/30/2015,12,1,88,,,,12/08/2015,12,1,88,,,,27-May-16,12,88,,,,,,,,,,,
E-30023,07/12/2011,0,03/23/2012,11/27/2012,9,05/22/2012,09/12/2013,10,4,0,03/31/2014,8,0,,,,,,,,,,,,,,,,,,,,,,,,09-Jun-16,4,1,,,,,,,,,,,
E-30024,,,01/12/2012,11/27/2012,1,05/22/2012,09/30/2013,3,4,88,03/31/2014,1,0,08/26/2014,1,1,,,,,,,07/01/2015,1,1,,0,,5,,,,,,,,09-Jun-16,1,,88,,,,,,,,,,
E-30025,07/12/2011,0,01/23/2012,11/27/2012,5,05/22/2012,07/05/2013,5,4,0,03/12/2014,5,0,06/05/2014,5,1,,,,,,,06/30/2015,5,1,,88,,,12/08/2015,5,1,,88,,,09-Jun-16,5,1,,,,,,,,,,,
E-30026,,,03/23/2012,11/27/2012,1,05/22/2012,07/05/2013,3,4,0,03/12/2014,1,0,06/05/2014,3,1,,,,,,,06/30/2015,3,1,1,,,1,12/08/2015,3,1,1,,,,27-May-16,3,1,,,1,,,,,,,,
E-30027,,,03/23/2012,11/27/2012,7,05/22/2012,10/01/2013,8,4,0,03/12/2014,7,0,06/05/2014,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-30028,,,01/12/2012,11/27/2012,5,,07/05/2013,5,4,0,03/12/2014,5,0,06/05/2014,5,1,,,,,,,06/30/2015,5,1,0,,,,12/08/2015,2,1,1,,,2,27-May-16,5,88,,,,,,,,,,,
E-30031,,,01/23/2012,12/19/2012,2,,07/05/2013,2,4,0,03/11/2014,2,0,07/23/2014,2,1,,,,,,,,,,,,,,12/09/2015,2,1,88,,,,24-Jun-16,2,1,,,,,,,,,,,
E-30033,,,03/19/2012,12/19/2012,88,,07/05/2013,1,4,0,03/11/2014,1,0,07/23/2014,1,1,12/08/2014,1,1,0,,,07/22/2015,2,1,1,,,1,12/09/2015,2,1,1,,,,24-Jun-16,2,1,,,1,,,,,,,,
E-30034,,,03/19/2012,12/19/2012,5,,07/05/2013,6,4,0,03/11/2014,5,0,07/23/2014,5,1,12/08/2014,5,1,1,,,07/22/2015,5,1,1,,,1,12/09/2015,5,1,1,,,1,24-Jun-16,5,1,,,1,,,,,,,,
E-30035,,,03/19/2012,12/19/2012,88,,,,,,03/11/2014,0,0,07/23/2014,1,1,12/08/2014,1,1,0,,,07/22/2015,2,1,1,,,1,12/09/2015,2,1,1,,,,24-Jun-16,2,1,,,1,,,,,,,,
E-30036,,,01/23/2012,12/19/2012,1,,07/05/2013,1,4,0,03/11/2014,1,0,07/23/2014,1,1,12/08/2014,1,1,1,,,07/22/2015,1,1,1,,,1,12/09/2015,1,1,1,,,,24-Jun-16,2,1,,,1,,,,,,,,
E-30037,,,01/23/2012,12/19/2012,88,06/08/2012,07/04/2013,4,88,88,03/11/2014,4,0,08/26/2014,4,1,,,,,,,07/22/2015,4,1,1,,,1,12/09/2015,4,1,1,,,1,24-Jun-16,2,1,,,1,,,,,,,,
E-30038,,,01/25/2012,12/19/2012,5,06/08/2012,07/04/2013,5,4,0,03/11/2014,5,0,07/28/2014,5,1,,,,,,,07/22/2015,2,1,,88,,,,,,,,,,24-Jun-16,6,1,,,,,,,,,,,
E-30039,,,01/20/2012,12/19/2012,4,06/08/2012,07/04/2013,4,4,0,03/11/2014,4,0,07/23/2014,4,1,12/08/2014,4,1,88,,,07/22/2015,4,1,88,,,,12/09/2015,4,1,88,,,,24-Jun-16,4,1,,,1,,,,,,,,
E-30040,,,01/20/2012,12/19/2012,88,06/08/2012,07/04/2013,1,4,0,03/11/2014,1,0,,,,,,,,,,07/22/2015,1,1,0,,,,12/09/2015,1,1,0,,,,24-Jun-16,1,0,,,,,,,,,,,
E-30041,07/13/2011,0,01/20/2012,12/19/2012,8,06/08/2012,07/04/2013,8,4,0,03/11/2014,8,0,07/28/2014,7,1,12/08/2014,8,1,,0,,07/22/2015,7,1,,88,,,12/09/2015,7,1,,88,,,24-Jun-16,7,,88,,,,,,,,,,
E-30042,07/13/2011,1,03/19/2012,12/19/2012,1,06/08/2012,07/04/2013,1,4,0,03/11/2014,1,0,07/23/2014,1,1,12/08/2014,1,1,88,,,07/22/2015,1,1,88,,,,12/09/2015,1,1,88,,,,24-Jun-16,1,1,,,1,,,,,,,,
E-30043,07/13/2011,0,03/19/2012,12/19/2012,5,06/08/2012,07/04/2013,3,4,0,03/11/2014,5,0,07/23/2014,0,1,12/08/2014,5,1,88,,,07/22/2015,4,1,1,,,1,12/09/2015,4,2,1,,,1,24-Jun-16,4,1,,,1,,,,,,,,
E-30044,,,,12/19/2012,2,,07/05/2013,2,4,0,03/11/2014,2,0,07/23/2014,2,1,12/08/2014,2,1,0,,,07/22/2015,2,1,1,,,1,12/09/2015,2,1,1,,,1,24-Jun-16,2,1,,,,,,,,,,,
E-30045,,,03/23/2012,,,,,,,,,,,,,,12/08/2014,3,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-30046,,,01/23/2012,,,,,,,,,,,,,,12/08/2014,2,1,0,,,,,,,,,,,,,,,,,24-Jun-16,2,1,,,,,,,,,,,
E-30048,07/13/2011,0,03/19/2012,,,,07/04/2013,1,4,0,03/11/2014,3,0,,,,12/09/2014,3,1,88,,,07/22/2015,3,1,1,,,1,12/09/2015,3,1,1,,,1,24-Jun-16,3,1,,,1,,,,,,,,
E-30049,07/13/2011,0,01/20/2012,12/19/2012,12,06/08/2012,09/01/2013,88,88,88,03/11/2014,9,0,,,,12/08/2014,9,1,88,,,07/22/2015,9,1,,88,,,,,,,,,,24-Jun-16,9,1,,,,,,,,,,,
E-30050,07/13/2011,0,01/20/2012,12/19/2012,2,06/08/2012,07/04/2013,8,4,0,03/11/2014,2,0,07/23/2014,2,1,,,,,,,07/22/2015,2,1,88,,,,12/09/2015,2,1,88,,,,24-Jun-16,2,1,,,1,,,,,,,,
E-30051,,,,12/19/2012,4,06/08/2012,,,,,03/11/2014,4,0,07/23/2014,4,1,12/08/2014,2,1,0,,,07/22/2015,4,1,1,,,1,12/09/2015,4,1,1,,,1,24-Jun-16,4,1,,,1,,,,,,,,
E-30052,07/13/2011,0,,12/19/2012,4,06/08/2012,07/04/2013,6,4,0,03/11/2014,4,0,08/18/2014,5,1,12/08/2014,4,1,1,,,07/22/2015,4,1,1,,,1,,,,,,,,24-Jun-16,4,1,,,1,,,,,,,,
E-30053,07/13/2011,0,01/20/2012,12/19/2012,7,06/08/2012,07/04/2013,8,4,0,03/11/2014,7,0,07/23/2014,7,1,12/08/2014,7,1,0,,,07/22/2015,7,1,1,,,1,12/09/2015,7,1,1,,,1,24-Jun-16,7,1,,,1,,,,,,,,
E-30054,,,01/20/2012,12/19/2012,88,08/13/2012,07/04/2013,8,4,0,03/11/2014,8,0,08/18/2014,8,1,,,,,,,08/18/2015,8,1,,88,,,,,,,,,,24-Jun-16,7,,88,,,,,,,,,,
E-30055,,,01/23/2012,12/19/2012,8,06/08/2012,07/04/2013,13,4,0,03/11/2014,8,0,07/23/2014,8,1,12/08/2014,2,1,88,,,07/22/2015,5,1,88,,,,12/09/2015,5,1,88,,,,24-Jun-16,5,88,,,,,,,,,,,
E-30056,,,03/23/2012,11/29/2012,5,05/28/2012,07/02/2013,4,3,0,02/26/2014,5,0,,,,,,,,,,07/22/2015,4,1,1,,,1,,,,,,,,24-Jun-16,6,,88,,,,,,,,,,
E-30057,,,03/26/2012,11/29/2012,4,05/28/2012,07/02/2013,4,4,0,02/26/2014,4,0,,,,,,,,,,,,,,,,,,,,,,,,24-Jun-16,4,1,,,1,,,,,,,,
E-30058,07/13/2011,0,01/23/2012,11/29/2012,2,05/28/2012,07/02/2013,5,4,0,02/26/2014,3,0,,,,,,,,,,,,,,,,,,,,,,,,24-Jun-16,4,1,,,1,,,,,,,,
E-30059,,,01/23/2012,11/29/2012,88,06/08/2012,10/01/2013,2,4,0,03/11/2014,2,0,08/18/2014,2,1,,,,,,,08/18/2015,2,1,,88,,,,,,,,,,24-Jun-16,2,,88,,,,,,,,,,
E-30060,07/13/2011,0,01/20/2012,11/29/2012,1,05/28/2012,07/02/2013,1,4,0,03/11/2014,1,0,07/23/2014,1,1,12/08/2014,1,1,0,,,09/03/2015,4,1,1,,,1,,,,,,,,09-Jun-16,1,1,,,,2016/12/02,1,1,4,,0,,
E-30061,07/13/2011,0,03/23/2012,11/27/2012,1,05/28/2012,07/02/2013,1,4,0,03/11/2014,1,0,07/23/2014,1,1,12/08/2014,1,1,1,,,09/03/2015,1,1,1,,,1,,,,,,,,09-Jun-16,2,1,,,,,,,,,,,
E-30062,07/13/2011,0,01/20/2012,11/27/2012,7,05/28/2012,07/02/2013,5,4,0,03/11/2014,4,0,07/23/2014,4,1,12/09/2014,4,1,0,,,09/03/2015,4,1,0,,,,,,,,,,,09-Jun-16,6,0,,,,2016/12/02,1,1,4,,0,,
E-30063,07/13/2011,0,01/20/2012,11/27/2012,3,05/28/2012,07/02/2013,0,4,0,03/11/2014,2,0,07/23/2014,2,1,12/09/2014,2,1,0,,,09/03/2015,2,1,88,,,,,,,,,,,09-Jun-16,1,88,,,,2016/12/02,1,1,4,,0,,
E-30064,07/13/2011,0,01/20/2012,11/27/2012,4,05/28/2012,07/02/2013,4,4,0,03/11/2014,4,0,07/23/2014,4,1,12/09/2014,4,1,1,,,09/03/2015,4,1,1,,,1,,,,,,,,09-Jun-16,4,1,,,1,,,,,,,,
E-30065,07/12/2011,0,03/23/2012,11/27/2012,3,05/28/2012,07/02/2013,3,4,0,03/11/2014,3,0,07/23/2014,3,1,12/09/2014,3,1,88,,,07/10/2015,5,1,0,,,,,,,,,,,09-Jun-16,5,0,,,,2016/12/02,1,1,4,,0,,
E-30066,,,01/23/2012,11/27/2012,2,05/28/2012,07/02/2013,2,4,0,03/11/2014,2,0,07/23/2014,2,1,12/09/2014,2,1,0,,,07/10/2015,2,1,88,,,,,,,,,,,09-Jun-16,2,88,,,,2016/12/02,1,1,4,,0,,
E-30067,07/12/2011,0,01/23/2012,11/27/2012,2,05/28/2012,07/02/2013,4,4,0,03/11/2014,4,0,08/26/2014,2,1,,,,,,,07/10/2015,2,1,,1,88,,,,,,,,,09-Jun-16,2,1,,,,2016/12/02,1,1,4,,0,,
E-30068,07/12/2011,0,01/23/2012,11/27/2012,10,05/28/2012,07/02/2013,10,4,0,03/11/2014,11,0,07/23/2014,11,1,12/09/2014,11,1,88,,,07/10/2015,10,1,88,,,,12/08/2015,11,1,88,,,,09-Jun-16,11,1,,,1,2016/12/02,1,1,4,,0,,
E-30069,07/12/2011,0,03/19/2012,11/27/2012,8,05/28/2012,07/02/2013,7,4,0,03/11/2014,8,0,07/23/2014,8,1,12/09/2014,8,1,88,,,07/10/2015,5,1,1,,,1,12/08/2015,8,1,0,,,,09-Jun-16,8,0,,,,2016/12/02,1,1,4,,0,,
E-30070,,,,,,,,,,,,,,,,,,,,,,,06/30/2015,3,1,0,,,,12/08/2015,3,1,1,,,1,,,,,,,,,,,,,,
E-30071,,,01/12/2012,,,04/25/2012,07/03/2013,8,4,0,03/31/2014,5,0,06/05/2014,6,1,12/09/2014,5,1,,1,0,06/30/2015,7,1,,88,,,12/08/2015,5,1,,1,1,1,09-Jun-16,7,,88,,,2016/12/02,1,1,4,,,,1
E-30072,07/12/2011,0,01/12/2012,12/10/2012,6,04/25/2012,07/03/2013,5,4,0,03/31/2014,88,0,06/05/2014,8,1,,,,,,,06/30/2015,9,1,1,,,1,12/08/2015,9,1,1,,,,09-Jun-16,9,1,,,,2016/12/02,1,1,4,,,,88
E-30073,07/12/2011,0,01/12/2012,11/26/2012,15,04/25/2012,08/27/2013,20,4,0,03/31/2014,20,0,08/18/2014,2,1,09/23/2014,6,1,0,,,06/30/2015,8,1,,88,,,12/08/2015,8,1,,88,,,09-Jun-16,8,,88,,,,,,,,,,
E-30074,07/12/2011,0,01/12/2012,11/26/2012,3,04/25/2012,07/03/2013,4,4,88,03/12/2014,4,0,06/05/2014,4,1,,,,,,,06/30/2015,4,1,88,,,,,,,,,,,09-Jun-16,4,1,,,,2016/12/02,1,1,4,,0,,
