stand,date_1,nb_cats_1,date_2,date_3,date_4,nb_people_4,date_5,nb_people_5,time_property_5,nb_cats_5,date_6,nb_people_6,newhouse_6,date_7,nb_people_7,moving_7,date_8,nb_people_8,moving_8,ndohh_8,dohh_enough_8,dohh_toomany_8,date_9,nb_people_9,moving_9,ndohh_9,dohh_enough_9,dohh_toomany_9,dohh_number_9,date_10,nb_people_10,moving_10,ndohh_10,dohh_enough_10,dohh_toomany_10,dohh_number_10,date_11,nb_people_11,ndohh_11,dohh_enough_11,dohh_toomany_11,dohh_number_11,date_12,inhabited_12,stand_household_12,time_property_12,new_house_12,ndohh_12,dohh_toomany_12,dohh_enough_12
E-30075,07/12/2011,1,03/23/2012,11/27/2012,7,04/25/2012,07/03/2013,7,4,88,03/12/2014,4,0,06/05/2014,7,1,12/09/2014,4,1,1,,,06/30/2015,7,1,0,,,,12/08/2015,7,1,1,,,1,09-Jun-16,7,1,,,,2016/12/02,1,1,4,,88,,
E-30076,07/12/2011,0,01/12/2012,11/27/2012,3,04/25/2012,07/03/2013,2,4,88,03/12/2014,3,0,06/05/2014,2,1,12/09/2014,3,1,1,,,06/30/2015,2,1,88,,,,12/08/2015,2,1,1,,,1,09-Jun-16,2,1,,,1,2016/12/02,1,1,4,,88,,
E-30077,,,01/11/2012,11/27/2012,2,04/25/2012,09/04/2013,2,4,0,03/31/2014,1,0,,,,09/23/2014,5,1,88,,,06/30/2015,1,1,,88,,,,,,,,,,09-Jun-16,1,,88,,,,,,,,,,
E-30078,07/12/2011,0,01/11/2012,11/27/2012,4,,,,,,01/22/2014,2,0,06/05/2014,2,1,,,,,,,06/30/2015,2,1,1,,,1,12/08/2015,2,1,1,,,,09-Jun-16,2,1,,,,2016/12/02,1,1,4,,,,88
E-30079,07/12/2011,0,01/11/2012,11/22/2012,7,05/18/2012,07/04/2013,5,4,0,01/22/2014,7,0,08/18/2014,7,1,09/23/2014,9,1,0,,,06/30/2015,7,1,,88,,,12/08/2015,7,1,,88,,,30-Jun-16,5,,1,1,,,,,,,,,
E-30080,07/12/2011,0,01/11/2012,11/22/2012,8,05/18/2012,07/04/2013,8,4,0,01/22/2014,9,0,06/05/2014,8,1,09/23/2014,6,1,1,,,06/30/2015,10,1,88,,,,12/08/2015,10,1,88,,,,27-May-16,10,88,,,,2016/12/02,1,1,4,,0,,
E-30081,07/12/2011,0,01/11/2012,11/27/2012,10,05/18/2012,07/04/2013,10,4,0,01/22/2014,8,0,06/05/2014,10,1,,,,,,,06/30/2015,11,1,1,,,1,12/08/2015,11,1,1,,,1,27-May-16,11,1,,,1,2016/12/02,1,1,4,,0,,
E-30082,07/12/2011,0,01/11/2012,11/27/2012,5,05/18/2012,07/04/2013,5,4,0,01/22/2014,2,0,06/05/2014,5,1,,,,,,,06/30/2015,7,1,1,,,1,12/08/2015,7,1,1,,,1,27-May-16,7,1,,,0,2016/12/02,1,1,4,,0,,
E-30083,07/12/2011,0,01/11/2012,11/27/2012,7,05/18/2012,07/04/2013,9,4,0,01/22/2014,8,0,06/05/2014,9,1,,,,,,,06/30/2015,6,1,88,,,,12/08/2015,6,1,1,,,1,27-May-16,6,1,,,1,2016/12/02,1,1,4,,0,,
E-30084,07/12/2011,0,01/11/2012,11/27/2012,14,05/18/2012,07/04/2013,15,4,0,01/22/2014,13,0,08/26/2014,16,1,,,,,,,06/30/2015,13,1,,88,,,12/08/2015,14,1,,88,,,09-Jun-16,14,,88,,,,,,,,,,
E-30085,07/12/2011,0,01/11/2012,11/27/2012,1,05/18/2012,07/04/2013,4,4,0,01/22/2014,1,0,06/05/2014,4,1,,,,,,,06/30/2015,2,1,1,,,1,12/08/2015,2,1,1,,,,27-May-16,2,1,,,1,2016/12/02,1,1,4,,0,,
E-30086,,,,11/22/2012,5,05/18/2012,,,,,05/06/2014,88,88,08/26/2014,7,1,,,,,,,06/30/2015,1,1,88,,,,12/08/2015,1,1,1,,,1,09-Jun-16,1,1,,,1,2016/12/02,1,1,4,,0,,
E-30087,07/12/2011,0,01/11/2012,11/22/2012,5,05/22/2012,07/04/2013,8,4,0,01/22/2014,6,0,06/05/2014,8,1,,,,,,,06/30/2015,1,1,0,,,,12/08/2015,8,1,1,,,1,09-Jun-16,8,1,,,1,2016/12/02,1,1,4,,0,,
E-30088,,,01/11/2012,11/27/2012,5,04/25/2012,07/04/2013,4,4,0,01/22/2014,5,0,06/05/2014,4,1,,,,,,,06/30/2015,5,1,1,,,1,12/08/2015,5,1,1,,,1,09-Jun-16,5,1,,,1,2016/12/02,1,1,4,,0,,
E-30089,07/12/2011,0,01/12/2012,11/27/2012,9,04/25/2012,07/03/2013,6,4,88,03/12/2014,6,0,06/05/2014,6,1,,,,,,,06/30/2015,6,1,1,,,1,12/08/2015,6,1,1,,,1,09-Jun-16,6,1,,,1,2016/12/02,1,1,4,,0,,
E-30090,07/12/2011,0,01/12/2012,,,04/25/2012,10/01/2013,88,88,0,03/31/2014,5,0,,,,,,,,,,,,,,,,,12/08/2015,5,1,,88,,,09-Jun-16,5,,,,,2016/12/02,1,1,4,,88,,
E-30091,08/17/2011,0,01/12/2012,11/26/2012,88,04/25/2012,07/03/2013,2,4,88,04/23/2014,1,0,06/05/2014,2,1,,,,,,,06/30/2015,1,1,88,,,,12/08/2015,1,1,88,,,,09-Jun-16,1,1,,,,2016/12/02,1,1,4,,0,,
E-30092,07/12/2011,0,01/12/2012,11/26/2012,7,04/25/2012,07/03/2013,6,4,88,03/12/2014,5,0,06/05/2014,6,1,12/09/2014,5,1,1,,,06/30/2015,5,1,1,,,1,12/08/2015,5,1,1,,,1,09-Jun-16,9,1,,,,2016/12/02,1,1,4,,,,1
E-30093,07/12/2011,0,01/12/2012,11/22/2012,5,04/25/2012,10/01/2013,5,88,0,03/31/2014,6,0,08/18/2014,5,1,,,,,,,06/30/2015,7,1,,88,,,12/08/2015,7,1,,88,,,09-Jun-16,7,,,,,2016/12/02,1,1,4,,,,1
E-30094,07/12/2011,0,,11/22/2012,11,04/25/2012,10/01/2013,10,4,0,03/31/2014,10,0,08/26/2014,10,1,09/23/2014,7,1,1,,,,,,,,,,12/08/2015,4,1,1,,,1,09-Jun-16,9,,88,,,2016/12/02,1,1,4,,88,,
E-30095,07/12/2011,0,01/23/2012,11/27/2012,6,05/28/2012,07/02/2013,5,4,0,02/26/2014,6,0,07/30/2014,5,1,12/09/2014,5,1,1,,,06/30/2015,5,1,1,,,1,12/08/2015,5,1,1,,,1,09-Jun-16,5,1,,,1,2016/12/02,1,1,4,,88,,
E-30096,,,01/23/2012,12/10/2012,4,05/28/2012,07/02/2013,5,4,0,04/23/2014,5,0,,,,12/09/2014,7,1,1,,,06/30/2015,7,1,1,,,1,12/08/2015,7,1,1,,,1,09-Jun-16,7,1,,,1,2016/12/02,1,1,4,,,,88
E-30097,07/12/2011,0,01/23/2012,11/27/2012,9,05/28/2012,07/02/2013,7,4,0,02/26/2014,10,0,07/30/2014,7,1,12/09/2014,7,1,1,,,06/30/2015,7,1,1,,,1,12/08/2015,7,1,1,,,1,09-Jun-16,7,1,,,1,2016/12/02,1,1,4,,0,,
E-30098,07/12/2011,0,01/23/2012,11/27/2012,8,05/28/2012,07/02/2013,9,4,0,02/26/2014,8,0,07/30/2014,9,1,12/09/2014,9,1,1,,,07/10/2015,9,1,1,,,1,12/08/2015,8,1,1,,,1,09-Jun-16,8,1,,,1,2016/12/02,1,1,4,,0,,
E-30099,,,03/26/2012,11/27/2012,2,05/28/2012,07/02/2013,2,4,0,02/26/2014,2,0,07/30/2014,2,1,12/09/2014,3,1,0,,,07/10/2015,4,1,1,,,1,12/08/2015,4,1,1,,,1,09-Jun-16,4,1,,,1,2016/12/02,1,1,4,,0,,
E-30100,,,,11/27/2012,21,05/28/2012,09/13/2013,22,4,0,04/01/2014,10,0,08/26/2014,14,1,,,,,,,,,,,,,,,,,,,,,30-Jun-16,14,1,,,,2016/12/02,1,1,4,,88,,
E-30101,07/12/2011,0,01/20/2012,11/27/2012,10,05/28/2012,07/02/2013,5,4,0,02/26/2014,9,0,07/30/2014,5,1,12/09/2014,5,1,0,,,07/01/2015,5,1,88,,,,01/27/2016,5,1,0,,,,09-Jun-16,5,88,,,,,,,,,,,
E-30102,07/13/2011,0,01/20/2012,,,05/28/2012,09/13/2013,3,4,0,02/26/2014,2,0,08/26/2014,4,1,,,,,,,07/01/2015,6,1,,1,0,,01/27/2016,6,1,,1,0,,09-Jun-16,6,,88,,,2016/12/02,1,1,4,,,,1
E-30103,07/13/2011,0,01/20/2012,11/27/2012,12,05/28/2012,07/02/2013,6,4,0,02/26/2014,5,0,07/30/2014,6,1,12/09/2014,6,1,0,,,07/01/2015,6,1,0,,,,01/27/2016,5,1,0,,,,09-Jun-16,5,0,,,,2016/12/02,1,1,4,,0,,
E-30104,07/13/2011,0,01/20/2012,11/29/2012,2,05/28/2012,08/01/2013,88,88,,02/26/2014,2,0,07/28/2014,2,1,,,,,,,07/22/2015,7,1,1,,,1,01/27/2016,7,1,1,,,1,09-Jun-16,7,1,,,1,,,,,,,,
E-30105,07/13/2011,0,01/20/2012,11/29/2012,1,05/28/2012,07/02/2013,1,4,0,02/26/2014,1,0,07/30/2014,1,1,12/09/2014,1,1,1,,,07/01/2015,1,1,88,,,,01/27/2016,1,1,0,,,,09-Jun-16,1,88,,,,2016/12/02,1,1,4,,0,,
E-30106,,,,11/29/2012,5,05/28/2012,07/02/2013,6,4,0,02/26/2014,5,0,07/30/2014,6,1,12/09/2014,6,1,1,,,07/01/2015,6,1,1,,,1,12/10/2015,6,1,1,,,1,09-Jun-16,6,1,,,,2016/12/02,1,1,4,,0,,
E-30107,07/13/2011,0,01/20/2012,11/29/2012,1,05/28/2012,07/02/2013,1,4,0,02/26/2014,1,0,07/30/2014,1,1,12/09/2014,1,1,88,,,07/01/2015,1,1,88,,,,12/10/2015,1,1,88,,,,24-Jun-16,1,88,,,,,,,,,,,
E-30108,,,,11/29/2012,6,05/28/2012,07/02/2013,1,3,0,02/26/2014,1,0,07/30/2014,1,1,12/09/2014,1,1,1,,,07/01/2015,1,1,1,,,1,12/10/2015,1,1,1,,,1,24-Jun-16,1,1,,,1,,,,,,,,
E-30109,,,,11/29/2012,2,05/28/2012,07/02/2013,2,3,0,02/26/2014,2,0,,,,,,,,,,,,,,,,,,,,,,,,24-Jun-16,2,1,,,1,,,,,,,,
E-30110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/10/2015,3,1,1,,,1,24-Jun-16,3,,88,,,,,,,,,,
E-30111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/10/2015,2,1,1,,,,24-Jun-16,1,1,,,1,,,,,,,,
E-30112,,,01/20/2012,11/29/2012,1,05/28/2012,07/02/2013,1,4,0,02/26/2014,1,0,07/30/2014,1,1,12/09/2014,1,1,1,,,07/01/2015,1,1,1,,,2,12/10/2015,1,1,1,,,1,24-Jun-16,1,1,,,1,,,,,,,,
E-30113,,,01/20/2012,11/29/2012,1,,07/02/2013,1,3,0,02/26/2014,1,0,07/30/2014,1,1,12/09/2014,1,1,88,,,07/01/2015,1,1,1,,,1,12/10/2015,1,1,1,,,1,24-Jun-16,1,1,,,1,,,,,,,,
E-30114,,,,01/04/2013,88,,,,,,,,,,,,,,,,,,,,,,,,,12/10/2015,4,1,1,,,1,24-Jun-16,4,1,,,1,,,,,,,,
E-30115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/10/2015,5,1,1,,,1,24-Jun-16,5,1,,,1,,,,,,,,
E-30116,,,,11/29/2012,4,05/28/2012,07/02/2013,3,4,0,04/23/2014,4,0,07/30/2014,3,1,12/09/2014,3,1,1,,,07/01/2015,5,1,1,,,1,12/10/2015,3,1,1,,,1,24-Jun-16,4,1,,,1,,,,,,,,
E-30117,,,01/20/2012,11/29/2012,7,05/28/2012,,,,,02/26/2014,6,0,,,,,,,,,,07/01/2015,6,1,1,,,1,,,,,,,,27-Jun-16,6,1,,,1,,,,,,,,
E-30118,07/13/2011,0,,12/21/2012,88,05/25/2012,07/01/2013,6,4,0,02/26/2014,4,0,07/30/2014,6,1,12/09/2014,6,1,1,,,07/01/2015,6,1,1,,,1,12/10/2015,6,1,1,,,1,27-Jun-16,5,1,,,1,,,,,,,,
E-30119,07/13/2011,0,01/20/2012,12/21/2012,4,05/25/2012,07/01/2013,1,4,0,02/26/2014,3,0,07/30/2014,1,1,12/09/2014,1,1,0,,,07/01/2015,1,1,1,,,1,12/10/2015,1,1,1,,,1,27-Jun-16,1,1,,,1,,,,,,,,
E-30120,07/13/2011,0,01/20/2012,12/04/2012,88,,07/01/2013,4,4,0,04/23/2014,4,0,07/30/2014,4,1,12/09/2014,4,1,1,,,07/01/2015,4,1,1,,,1,12/10/2015,4,1,1,,,1,27-Jun-16,4,1,,,1,,,,,,,,
E-30121,07/13/2011,0,01/20/2012,12/04/2012,7,,07/01/2013,8,4,0,02/26/2014,5,0,07/30/2014,8,1,12/09/2014,8,1,88,,,07/01/2015,8,1,88,,,,12/10/2015,5,1,88,,,,27-Jun-16,5,88,,,,,,,,,,,
E-30122,07/13/2011,0,01/20/2012,12/04/2012,8,,07/01/2013,6,4,0,02/26/2014,8,0,07/30/2014,6,1,12/09/2014,6,1,0,,,07/01/2015,6,1,88,,,,12/10/2015,6,1,88,,,,27-Jun-16,6,88,,,,,,,,,,,
E-30123,,,01/16/2012,11/29/2012,1,,,,,,02/26/2014,1,0,08/26/2014,2,1,,,,,,,07/10/2015,2,1,,88,,,12/09/2015,2,1,,1,1,3,27-Jun-16,2,,88,,,,,,,,,,
E-30124,07/12/2011,0,01/16/2012,12/06/2012,2,,10/01/2013,88,88,0,04/01/2014,2,0,08/26/2014,2,1,,,,,,,,,,,,,,12/09/2015,2,1,,88,,,28-Jun-16,2,,88,,,,,,,,,,
E-30125,,,01/16/2012,12/04/2012,6,05/28/2012,07/05/2013,12,4,0,04/01/2014,7,0,08/20/2014,13,1,,,,,,,06/30/2015,6,1,,88,,,12/09/2015,6,1,,88,,,28-Jun-16,6,,88,,,,,,,,,,
E-30126,07/12/2011,0,01/16/2012,12/04/2012,2,05/28/2012,07/05/2013,1,4,0,02/26/2014,2,0,07/30/2014,1,1,12/09/2014,1,1,1,,,07/07/2015,2,1,1,,,1,12/09/2015,2,1,1,,,1,29-Jul-16,2,1,,,,,,,,,,,
E-30127,,,02/13/2012,01/04/2013,5,,,,,,04/01/2014,5,0,08/25/2014,8,1,,,,,,,08/18/2015,8,1,,88,,,12/09/2015,9,1,,88,,,28-Jun-16,7,,88,,,,,,,,,,
E-30128,,,01/12/2012,12/04/2012,1,,07/05/2013,4,4,0,02/26/2014,1,0,07/30/2014,4,1,12/09/2014,4,1,1,,,07/07/2015,1,1,88,,,,12/03/2015,1,1,1,,,,29-Jul-16,1,1,,,,,,,,,,,
E-30129,,,01/16/2012,11/22/2012,2,05/28/2012,07/03/2013,1,4,0,04/23/2014,4,0,06/05/2014,1,1,,,,,,,07/03/2015,2,1,1,,,1,12/03/2015,2,1,1,,,,27-May-16,2,1,,,1,,,,,,,,
E-30130,07/12/2011,0,01/12/2012,11/22/2012,4,05/28/2012,07/03/2013,4,4,0,04/23/2014,4,0,06/05/2014,1,1,,,,,,,07/03/2015,3,1,1,,,1,12/03/2015,3,1,1,,,,27-May-16,3,1,,,1,,,,,,,,
E-30131,07/12/2011,0,01/12/2012,11/22/2012,2,05/28/2012,,,,,,,,06/05/2014,5,1,,,,,,,07/03/2015,5,1,1,,,1,12/03/2015,5,1,1,,,1,27-May-16,5,1,,,1,,,,,,,,
E-30132,07/12/2011,0,01/12/2012,11/22/2012,1,05/28/2012,07/03/2013,1,4,0,04/23/2014,1,0,06/05/2014,1,1,,,,,,,07/03/2015,1,1,0,,,,12/03/2015,1,1,0,,,,27-May-16,1,0,,,,,,,,,,,
E-30133,07/12/2011,5,01/12/2012,11/22/2012,6,05/28/2012,07/03/2013,6,4,0,01/22/2014,6,0,08/25/2014,6,1,,,,,,,07/03/2015,6,1,,88,,,12/03/2015,6,1,,88,,,27-May-16,6,,88,,,,,,,,,,
E-30134,07/12/2011,0,01/12/2012,11/22/2012,5,05/28/2012,07/03/2013,5,4,0,01/22/2014,5,0,,,,,,,,,,06/30/2015,5,1,88,,,,12/03/2015,5,1,1,,,1,27-May-16,5,1,,,1,,,,,,,,
E-30135,,,01/11/2012,11/26/2012,1,04/24/2012,07/03/2013,1,4,0,01/22/2014,1,0,06/05/2014,1,1,,,,,,,06/30/2015,1,1,0,,,,12/03/2015,1,1,0,,,,27-May-16,1,1,,,1,,,,,,,,
E-30136,07/12/2011,0,01/11/2012,11/26/2012,1,04/24/2012,07/03/2013,1,4,0,01/22/2014,1,0,06/05/2014,1,1,,,,,,,06/30/2015,1,1,0,,,,12/03/2015,4,1,88,,,,27-May-16,1,1,,,1,,,,,,,,
E-30137,07/12/2011,0,01/11/2012,11/22/2012,1,04/24/2012,07/03/2013,7,4,0,01/22/2014,5,0,06/05/2014,7,1,,,,,,,06/30/2015,10,1,,88,,,,,,,,,,27-May-16,10,1,,,,,,,,,,,
E-30138,,,01/11/2012,11/26/2012,5,04/24/2012,07/03/2013,5,4,0,01/22/2014,7,0,06/05/2014,5,1,,,,,,,06/30/2015,2,1,88,,,,12/03/2015,2,1,88,,,,27-May-16,2,1,,,,,,,,,,,
E-30139,07/12/2011,0,01/10/2012,12/10/2012,3,04/24/2012,07/03/2013,1,4,0,04/23/2014,1,0,06/05/2014,1,1,,,,,,,06/30/2015,1,1,88,,,,12/03/2015,3,1,88,,,,27-May-16,3,1,,,1,,,,,,,,
E-30140,07/12/2011,0,01/11/2012,12/10/2012,1,04/24/2012,07/03/2013,1,4,0,01/22/2014,1,0,06/05/2014,1,1,,,,,,,06/30/2015,4,1,0,,,,12/03/2015,1,1,88,,,,27-May-16,1,88,,,,,,,,,,,
E-30141,07/12/2011,0,01/11/2012,12/10/2012,5,04/24/2012,07/03/2013,5,4,0,01/22/2014,5,0,06/05/2014,5,1,,,,,,,06/30/2015,3,1,0,,,,12/03/2015,3,1,0,,,,27-May-16,3,88,,,,,,,,,,,
E-30142,07/12/2011,0,01/11/2012,12/10/2012,2,04/24/2012,07/03/2013,2,4,0,01/22/2014,4,0,06/05/2014,2,1,,,,,,,06/30/2015,3,1,1,,,1,12/03/2015,4,1,88,,,,27-May-16,4,88,,,,,,,,,,,
E-30143,07/12/2011,0,01/11/2012,12/10/2012,2,04/24/2012,07/03/2013,2,4,0,01/22/2014,1,0,06/05/2014,2,1,,,,,,,06/30/2015,1,1,1,,,1,12/03/2015,1,1,1,,,,27-May-16,1,1,,,1,,,,,,,,
E-30144,,,,11/26/2012,5,04/24/2012,10/01/2013,88,88,0,04/01/2014,5,0,06/05/2014,5,1,,,,,,,06/30/2015,5,1,,88,,,,,,,,,,27-May-16,5,1,,,,,,,,,,,
E-30145,,,,11/26/2012,1,04/24/2012,,,,,02/26/2014,1,0,06/05/2014,1,1,,,,,,,06/30/2015,1,1,0,,,,,,,,,,,27-May-16,1,88,,,,,,,,,,,
E-30146,,,01/11/2012,11/26/2012,4,04/24/2012,07/03/2013,4,4,0,,,,06/05/2014,4,1,,,,,,,06/30/2015,4,1,88,,,,,,,,,,,27-May-16,4,1,,,1,,,,,,,,
E-30147,07/12/2011,0,01/12/2012,12/10/2012,8,04/24/2012,10/01/2013,88,88,0,01/22/2014,7,0,08/25/2014,8,1,,,,,,,07/03/2015,9,1,,88,,,12/03/2015,9,1,1,,,1,27-May-16,9,1,,,1,,,,,,,,
E-30148,07/12/2011,0,01/12/2012,11/22/2012,6,05/28/2012,07/03/2013,6,4,0,01/22/2014,6,0,06/05/2014,6,1,,,,,,,07/03/2015,7,1,88,,,,12/03/2015,7,1,88,,,,27-May-16,7,1,,,1,,,,,,,,
E-30149,07/12/2011,0,,11/22/2012,5,05/28/2012,07/03/2013,4,4,0,04/23/2014,3,0,06/05/2014,4,1,,,,,,,07/03/2015,5,1,1,,,1,12/03/2015,5,1,1,,,1,27-May-16,5,1,,,1,,,,,,,,
E-30150,,,01/12/2012,11/22/2012,2,05/28/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-May-16,1,1,,,,,,,,,,,
E-30151,07/12/2011,0,01/12/2012,11/22/2012,1,05/28/2012,07/03/2013,3,4,0,04/23/2014,2,0,06/05/2014,3,1,,,,,,,07/03/2015,1,1,88,,,,12/03/2015,1,1,88,,,,27-May-16,1,1,,,1,,,,,,,,
E-30152,,,01/12/2012,11/22/2012,5,05/28/2012,07/03/2013,3,4,88,04/23/2014,4,0,06/05/2014,4,1,,,,,,,07/03/2015,7,1,,88,,,12/03/2015,7,1,,88,,,27-May-16,7,,88,,,,,,,,,,
E-30153,07/12/2011,0,01/16/2012,12/04/2012,1,04/25/2012,07/05/2013,1,4,0,02/21/2014,1,0,07/30/2014,1,1,,,,,,,07/03/2015,2,1,1,,,1,12/03/2015,2,1,1,,,,29-Jul-16,2,1,,,,,,,,,,,
E-30154,07/12/2011,0,01/16/2012,12/04/2012,5,05/28/2012,07/05/2013,5,4,0,02/21/2014,5,0,08/26/2014,1,1,,,,,,,,,,,,,,12/09/2015,5,1,,88,,,28-Jun-16,5,,88,,,,,,,,,,
E-30155,07/12/2011,0,01/16/2012,12/21/2012,4,05/28/2012,,,,,04/28/2014,4,0,,,,,,,,,,07/07/2015,5,1,1,,,1,12/09/2015,5,1,1,,,1,29-Jul-16,5,1,,,1,,,,,,,,
E-30156,07/12/2011,0,01/16/2012,12/04/2012,2,05/28/2012,07/05/2013,3,4,0,02/21/2014,2,0,07/30/2014,3,1,12/09/2014,3,1,0,,,07/10/2015,5,1,88,,,,12/09/2015,5,1,1,,,1,29-Jul-16,5,1,,,,,,,,,,,
E-30157,07/12/2011,0,01/16/2012,11/29/2012,1,05/28/2012,07/05/2013,4,4,0,02/21/2014,1,0,07/30/2014,4,1,12/09/2014,4,1,0,,,07/10/2015,1,1,1,,,1,12/09/2015,1,1,1,,,,,,,,,,,,,,,,,
E-30158,07/12/2011,0,01/16/2012,11/29/2012,3,05/28/2012,07/05/2013,5,4,0,02/21/2014,3,0,07/30/2014,5,1,12/09/2014,1,1,1,,,07/10/2015,3,1,0,,,,12/09/2015,3,1,0,,,,27-Jun-16,5,88,,,,,,,,,,,
E-30159,,,01/20/2012,02/20/2013,7,,10/01/2013,88,88,0,04/01/2014,88,0,,,,12/09/2014,5,1,1,,,07/01/2015,1,1,1,,,1,12/10/2015,1,1,1,,,1,27-Jun-16,1,1,,,1,,,,,,,,
E-30160,07/13/2011,0,01/20/2012,12/04/2012,2,,07/01/2013,2,4,0,04/23/2014,2,0,07/30/2014,2,1,12/09/2014,2,1,1,,,07/01/2015,2,1,1,,,1,12/10/2015,2,1,1,,,,27-Jun-16,2,1,,,1,,,,,,,,
E-30161,07/13/2011,0,01/20/2012,12/04/2012,3,,07/01/2013,3,4,0,02/21/2014,3,0,07/30/2014,3,1,12/09/2014,3,1,1,,,07/01/2015,3,1,1,,,4,12/10/2015,3,1,1,,,1,27-Jun-16,3,1,,,1,,,,,,,,
E-30162,07/13/2011,0,01/20/2012,12/04/2012,3,05/25/2012,07/01/2013,5,4,0,02/21/2014,3,0,07/30/2014,5,1,12/09/2014,5,1,0,,,07/01/2015,5,1,1,,,2,12/10/2015,5,1,1,,,1,27-Jun-16,5,1,,,1,,,,,,,,
E-30163,07/13/2011,0,01/20/2012,12/21/2012,9,,08/19/2013,8,4,0,04/23/2014,6,0,08/18/2014,9,1,,,,,,,08/18/2015,9,1,,88,,,12/10/2015,9,1,,88,,,27-Jun-16,8,,88,,,,,,,,,,
E-30164,07/13/2011,0,01/20/2012,11/29/2012,6,05/28/2012,07/01/2013,1,4,0,02/21/2014,4,0,07/30/2014,1,1,12/09/2014,1,1,88,,,07/01/2015,1,1,88,,,,12/10/2015,1,1,88,,,,27-Jun-16,1,88,,,,,,,,,,,
E-30165,07/13/2011,0,01/20/2012,11/29/2012,9,05/28/2012,08/01/2013,88,88,,04/01/2014,9,0,08/26/2014,10,1,,,,,,,08/18/2015,8,1,88,,,,12/10/2015,8,1,1,,,,24-Jun-16,8,1,,,1,,,,,,,,
E-30166,,,,,,,07/02/2013,5,4,0,02/21/2014,7,0,07/30/2014,5,1,12/09/2014,5,1,0,,,07/01/2015,5,1,1,,,2,12/10/2015,5,1,1,,,1,24-Jun-16,5,1,,,1,,,,,,,,
E-30167,,,,11/29/2012,10,05/28/2012,07/02/2013,5,4,0,02/21/2014,10,0,07/30/2014,5,1,12/09/2014,5,1,0,,,,,,,,,,12/10/2015,2,1,88,,,,,,,,,,,,,,,,,
E-30168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/10/2015,3,1,1,,,1,24-Jun-16,3,1,,,1,,,,,,,,
E-30169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/10/2015,1,1,1,,,1,24-Jun-16,1,1,,,1,,,,,,,,
E-30170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/10/2015,1,1,1,,,1,24-Jun-16,1,1,,,1,,,,,,,,
E-30171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/10/2015,2,1,1,,,1,,,,,,,,,,,,,,
E-30172,,,,,,,07/01/2013,6,4,0,02/21/2014,4,0,07/03/2014,6,1,,,,,,,07/01/2015,6,1,88,,,,12/10/2015,3,1,1,,,1,27-Jun-16,4,1,,,1,,,,,,,,
E-30173,,,,,,,07/01/2013,1,4,0,02/21/2014,5,0,07/03/2014,1,1,,,,,,,07/01/2015,1,1,88,,,,12/10/2015,1,1,88,,,,27-Jun-16,3,1,,,,,,,,,,,
E-30174,,,,,,,07/01/2013,7,4,0,02/21/2014,6,0,07/03/2014,7,1,,,,,,,07/01/2015,6,1,1,,,1,12/10/2015,6,1,1,,,1,27-Jun-16,6,1,,,1,,,,,,,,
E-30175,,,,,,,07/01/2013,3,4,0,02/21/2014,4,0,07/02/2014,4,1 3,,,,,,,07/01/2015,4,1,88,,,,,,,,,,,27-Jun-16,4,1,,,1,,,,,,,,
E-30176,,,,,,07/09/2012,07/01/2013,1,4,0,02/21/2014,1,0,07/02/2014,1,1,,,,,,,07/01/2015,1,1,0,,,,12/10/2015,1,1,0,,,,27-Jun-16,1,1,,,1,,,,,,,,
E-30177,,,,,,07/09/2012,07/01/2013,1,4,0,02/21/2014,3,0,07/02/2014,1,1,,,,,,,07/01/2015,1,1,0,,,,12/10/2015,1,1,88,,,,27-Jun-16,1,88,,,,,,,,,,,
E-30178,,,,,,07/09/2012,07/01/2013,1,4,0,02/21/2014,2,0,07/02/2014,1,1,,,,,,,07/01/2015,1,1,88,,,,12/10/2015,1,1,88,,,,27-Jun-16,1,1,,,,,,,,,,,
E-30179,07/13/2011,0,01/16/2012,01/02/2013,88,07/09/2012,,,,,02/21/2014,4,0,07/02/2014,4,1,,,,,,,07/01/2015,4,1,88,,,,12/10/2015,4,1,88,,,,27-Jun-16,4,1,,,1,,,,,,,,
E-30180,,,01/16/2012,01/02/2013,3,,07/01/2013,19,4,0,02/21/2014,11,0,08/20/2014,19,1,,,,,,,,,,,,,,12/11/2015,13,1,1,,,1,27-Jun-16,13,1,,,,,,,,,,,
E-30181,,,01/16/2012,,,05/25/2012,,,,,02/21/2014,1,0,,,,,,,,,,,,,,,,,12/10/2015,3,1,,88,,,27-Jun-16,4,1,,,,,,,,,,,
E-30182,07/13/2011,0,01/16/2012,01/02/2013,5,06/08/2012,07/01/2013,7,4,0,02/21/2014,5,0,07/02/2014,7,1,,,,,,,07/01/2015,6,1,1,,,1,12/09/2015,6,1,1,,,1,21-Apr-16,6,1,,,1,,,,,,,,
